course_code,department,year,semester,student_count,faculty_id,day_of_week,start_time,end_time,venue_name
TEXTILE426,TEXTILE,1,1,51,FAC5038,Friday,11:15,12:15,WW 007
CIVIL255,CIVIL,3,5,40,FAC5003,Friday,12:15,13:15,WW 007
AIDS303,AIDS,3,6,42,FAC5032,Friday,14:00,15:00,WW 007
ECE480,ECE,1,1,54,FAC5030,Friday,10:00,11:00,WW 007
CIVIL134,CIVIL,1,1,42,FAC5119,Monday,10:00,11:00,SF B01
CSE330,CSE,2,4,37,FAC5008,Monday,15:00,16:00,SF B01
CIVIL379,CIVIL,2,4,47,FAC5051,Monday,12:15,13:15,SF B01
AIDS133,AIDS,1,1,59,FAC5034,Monday,14:00,15:00,SF B01
MECH217,MECH,4,8,49,FAC5070,Tuesday,09:00,10:00,SF B01
TEXTILE222,TEXTILE,1,1,60,FAC5011,Tuesday,10:00,11:00,SF B01
IT399,IT,4,8,51,FAC5066,Tuesday,11:15,12:15,SF B01
CIVIL312,CIVIL,1,2,38,FAC5129,Tuesday,15:00,16:00,SF B01
CSE481,CSE,2,3,41,FAC5069,Wednesday,09:00,10:00,SF B01
CSE127,CSE,2,4,42,FAC5116,Wednesday,10:00,11:00,SF B01
CSE411,CSE,1,1,56,FAC5061,Wednesday,15:00,16:00,SF B01
MECH354,MECH,4,7,50,FAC5051,Wednesday,14:00,15:00,SF B01
AIML137,AIML,2,4,46,FAC5099,Thursday,09:00,10:00,SF B01
TEXTILE259,TEXTILE,3,6,41,FAC5057,Thursday,14:00,15:00,SF B01
EEE374,EEE,4,8,51,FAC5025,Thursday,10:00,11:00,SF B01
CIVIL478,CIVIL,3,6,35,FAC5038,Friday,15:00,16:00,SF B01
EEE295,EEE,3,5,50,FAC5023,Friday,10:00,11:00,SF B01
ECE198,ECE,4,7,40,FAC5056,Friday,14:00,15:00,SF B01
AIDS327,AIDS,4,7,38,FAC5111,Friday,12:15,13:15,SF B01
CSE161,CSE,1,1,47,FAC5021,Monday,12:15,13:15,WW 011
CSE338,CSE,3,5,48,FAC5054,Monday,09:00,10:00,WW 011
EEE151,EEE,3,5,58,FAC5045,Monday,15:00,16:00,WW 011
TEXTILE414,TEXTILE,3,5,37,FAC5029,Tuesday,15:00,16:00,WW 011
ECE122,ECE,2,4,55,FAC5010,Tuesday,11:15,12:15,WW 011
TEXTILE117,TEXTILE,3,6,57,FAC5018,Tuesday,10:00,11:00,WW 011
CIVIL435,CIVIL,1,2,53,FAC5048,Wednesday,12:15,13:15,WW 011
AIDS188,AIDS,1,2,57,FAC5006,Wednesday,14:00,15:00,WW 011
AIDS187,AIDS,4,7,58,FAC5032,Wednesday,15:00,16:00,WW 011
AIDS456,AIDS,3,6,43,FAC5073,Thursday,10:00,11:00,WW 011
CSE184,CSE,4,7,44,FAC5127,Thursday,09:00,10:00,WW 011
IT402,IT,2,3,53,FAC5126,Thursday,11:15,12:15,WW 011
EEE298,EEE,2,3,59,FAC5013,Friday,10:00,11:00,WW 011
CIVIL465,CIVIL,2,3,52,FAC5028,Friday,09:00,10:00,WW 011
MECH331,MECH,4,8,55,FAC5118,Friday,11:15,12:15,WW 011
CIVIL137,CIVIL,4,7,57,FAC5083,Friday,14:00,15:00,WW 011
CSE351,CSE,1,2,53,FAC5048,Monday,11:15,12:15,ME107
MECH132,MECH,4,8,42,FAC5031,Monday,14:00,15:00,ME107
MECH181,MECH,4,7,55,FAC5057,Monday,15:00,16:00,ME107
AIML123,AIML,3,5,48,FAC5066,Tuesday,10:00,11:00,ME107
CSE460,CSE,3,5,58,FAC5092,Tuesday,09:00,10:00,ME107
TEXTILE338,TEXTILE,4,8,35,FAC5109,Tuesday,11:15,12:15,ME107
EEE175,EEE,4,7,52,FAC5089,Tuesday,12:15,13:15,ME107
AIDS163,AIDS,4,8,41,FAC5130,Wednesday,14:00,15:00,ME107
TEXTILE240,TEXTILE,1,2,54,FAC5062,Wednesday,11:15,12:15,ME107
CIVIL140,CIVIL,2,4,60,FAC5028,Wednesday,10:00,11:00,ME107
ECE156,ECE,1,1,54,FAC5065,Wednesday,09:00,10:00,ME107
EEE397,EEE,2,3,47,FAC5112,Thursday,15:00,16:00,ME107
EEE261,EEE,2,3,50,FAC5110,Thursday,14:00,15:00,ME107
TEXTILE398,TEXTILE,3,6,39,FAC5078,Thursday,11:15,12:15,ME107
AIDS409,AIDS,3,5,59,FAC5109,Thursday,10:00,11:00,ME107
MECH330,MECH,1,2,49,FAC5061,Friday,12:15,13:15,ME107
EEE485,EEE,3,6,45,FAC5125,Friday,14:00,15:00,ME107
MECH213,MECH,3,5,41,FAC5035,Friday,09:00,10:00,ME107
TEXTILE156,TEXTILE,1,1,60,FAC5012,Monday,10:00,11:00,WW 110
CSE318,CSE,2,3,40,FAC5013,Monday,15:00,16:00,WW 110
IT281,IT,3,5,46,FAC5020,Monday,11:15,12:15,WW 110
AIDS330,AIDS,1,1,49,FAC5020,Monday,14:00,15:00,WW 110
MECH123,MECH,2,3,59,FAC5101,Tuesday,10:00,11:00,WW 110
AIML490,AIML,3,5,38,FAC5036,Tuesday,15:00,16:00,WW 110
AIML396,AIML,3,6,47,FAC5113,Tuesday,12:15,13:15,WW 110
CSE119,CSE,2,3,57,FAC5068,Tuesday,14:00,15:00,WW 110
TEXTILE297,TEXTILE,1,2,38,FAC5103,Wednesday,10:00,11:00,WW 110
EEE394,EEE,2,4,56,FAC5130,Wednesday,14:00,15:00,WW 110
MECH257,MECH,2,3,35,FAC5106,Wednesday,12:15,13:15,WW 110
ECE338,ECE,2,3,56,FAC5004,Thursday,14:00,15:00,WW 110
MECH293,MECH,1,1,46,FAC5025,Thursday,15:00,16:00,WW 110
EEE343,EEE,3,6,56,FAC5101,Thursday,10:00,11:00,WW 110
AIML431,AIML,4,8,53,FAC5063,Friday,11:15,12:15,WW 110
MECH181,MECH,4,8,53,FAC5109,Friday,15:00,16:00,WW 110
CIVIL300,CIVIL,4,8,48,FAC5101,Friday,12:15,13:15,WW 110
AIDS296,AIDS,2,4,49,FAC5091,Monday,11:15,12:15,SF B03
AIDS224,AIDS,3,6,57,FAC5049,Monday,09:00,10:00,SF B03
AIML242,AIML,2,3,53,FAC5067,Monday,10:00,11:00,SF B03
ECE213,ECE,1,2,42,FAC5064,Monday,12:15,13:15,SF B03
AIML306,AIML,4,8,56,FAC5070,Tuesday,10:00,11:00,SF B03
AIDS303,AIDS,2,3,60,FAC5104,Tuesday,12:15,13:15,SF B03
MECH360,MECH,4,7,42,FAC5003,Tuesday,11:15,12:15,SF B03
IT233,IT,2,4,46,FAC5020,Wednesday,15:00,16:00,SF B03
ECE376,ECE,4,8,51,FAC5096,Wednesday,12:15,13:15,SF B03
CSE463,CSE,1,1,37,FAC5118,Wednesday,09:00,10:00,SF B03
CSE318,CSE,3,5,54,FAC5133,Thursday,10:00,11:00,SF B03
EEE104,EEE,2,3,42,FAC5123,Thursday,09:00,10:00,SF B03
MECH281,MECH,3,6,46,FAC5035,Thursday,15:00,16:00,SF B03
ECE161,ECE,2,3,46,FAC5112,Friday,10:00,11:00,SF B03
AIDS455,AIDS,3,6,42,FAC5104,Friday,09:00,10:00,SF B03
ECE204,ECE,2,3,54,FAC5066,Friday,11:15,12:15,SF B03
TEXTILE345,TEXTILE,2,4,47,FAC5112,Friday,15:00,16:00,SF B03
EEE165,EEE,4,7,37,FAC5083,Monday,11:15,12:15,WW 204
CIVIL357,CIVIL,2,4,55,FAC5035,Monday,14:00,15:00,WW 204
TEXTILE422,TEXTILE,1,2,54,FAC5121,Monday,10:00,11:00,WW 204
ECE489,ECE,2,3,56,FAC5062,Monday,09:00,10:00,WW 204
CSE310,CSE,1,1,41,FAC5076,Tuesday,11:15,12:15,WW 204
IT425,IT,1,1,38,FAC5027,Tuesday,12:15,13:15,WW 204
TEXTILE260,TEXTILE,2,3,55,FAC5042,Tuesday,14:00,15:00,WW 204
MECH408,MECH,1,1,36,FAC5007,Tuesday,10:00,11:00,WW 204
TEXTILE436,TEXTILE,3,6,43,FAC5118,Wednesday,11:15,12:15,WW 204
IT253,IT,4,7,47,FAC5008,Wednesday,12:15,13:15,WW 204
AIDS453,AIDS,1,2,51,FAC5079,Wednesday,14:00,15:00,WW 204
CSE230,CSE,2,4,57,FAC5133,Wednesday,09:00,10:00,WW 204
AIDS388,AIDS,1,2,56,FAC5083,Thursday,11:15,12:15,WW 204
CIVIL192,CIVIL,4,7,60,FAC5108,Thursday,14:00,15:00,WW 204
TEXTILE242,TEXTILE,4,7,43,FAC5080,Thursday,10:00,11:00,WW 204
ECE264,ECE,2,4,45,FAC5097,Thursday,12:15,13:15,WW 204
EEE373,EEE,3,5,59,FAC5078,Friday,09:00,10:00,WW 204
AIDS327,AIDS,4,7,37,FAC5037,Friday,10:00,11:00,WW 204
ECE337,ECE,3,5,54,FAC5025,Friday,11:15,12:15,WW 204
TEXTILE218,TEXTILE,3,5,42,FAC5130,Friday,14:00,15:00,WW 204
CIVIL418,CIVIL,3,5,50,FAC5011,Monday,09:00,10:00,WW 106
EEE181,EEE,3,5,55,FAC5117,Monday,10:00,11:00,WW 106
CIVIL323,CIVIL,3,6,51,FAC5117,Monday,14:00,15:00,WW 106
CIVIL242,CIVIL,3,6,56,FAC5056,Tuesday,14:00,15:00,WW 106
AIDS144,AIDS,4,8,47,FAC5122,Tuesday,10:00,11:00,WW 106
AIML367,AIML,3,6,43,FAC5019,Tuesday,11:15,12:15,WW 106
EEE330,EEE,1,1,39,FAC5029,Tuesday,15:00,16:00,WW 106
IT369,IT,2,4,35,FAC5056,Wednesday,15:00,16:00,WW 106
IT391,IT,4,8,45,FAC5078,Wednesday,10:00,11:00,WW 106
AIML315,AIML,1,2,51,FAC5043,Wednesday,12:15,13:15,WW 106
CSE286,CSE,2,4,58,FAC5051,Wednesday,11:15,12:15,WW 106
AIDS201,AIDS,1,2,37,FAC5013,Thursday,10:00,11:00,WW 106
AIML274,AIML,1,2,51,FAC5021,Thursday,15:00,16:00,WW 106
AIML120,AIML,4,8,37,FAC5017,Thursday,09:00,10:00,WW 106
MECH479,MECH,2,3,42,FAC5043,Friday,15:00,16:00,WW 106
ECE462,ECE,3,6,55,FAC5134,Friday,09:00,10:00,WW 106
TEXTILE264,TEXTILE,1,1,45,FAC5088,Friday,10:00,11:00,WW 106
AIML464,AIML,4,7,47,FAC5131,Friday,12:15,13:15,WW 106
IT487,IT,3,6,53,FAC5120,Monday,14:00,15:00,MH306
CIVIL356,CIVIL,2,3,39,FAC5050,Monday,11:15,12:15,MH306
AIML222,AIML,4,7,50,FAC5044,Monday,12:15,13:15,MH306
TEXTILE104,TEXTILE,3,6,45,FAC5076,Monday,09:00,10:00,MH306
CIVIL396,CIVIL,3,6,39,FAC5051,Tuesday,10:00,11:00,MH306
IT230,IT,1,1,35,FAC5069,Tuesday,15:00,16:00,MH306
AIML430,AIML,1,2,43,FAC5010,Tuesday,12:15,13:15,MH306
AIML432,AIML,3,6,48,FAC5029,Wednesday,11:15,12:15,MH306
IT111,IT,2,3,54,FAC5036,Wednesday,15:00,16:00,MH306
IT468,IT,1,1,45,FAC5044,Wednesday,10:00,11:00,MH306
IT258,IT,3,5,40,FAC5134,Wednesday,09:00,10:00,MH306
MECH222,MECH,1,2,53,FAC5009,Thursday,12:15,13:15,MH306
AIML380,AIML,4,7,50,FAC5055,Thursday,15:00,16:00,MH306
IT160,IT,1,1,41,FAC5090,Thursday,11:15,12:15,MH306
TEXTILE164,TEXTILE,3,5,56,FAC5037,Thursday,14:00,15:00,MH306
IT226,IT,4,7,47,FAC5051,Friday,09:00,10:00,MH306
EEE219,EEE,1,2,40,FAC5030,Friday,10:00,11:00,MH306
ECE385,ECE,2,3,35,FAC5079,Friday,12:15,13:15,MH306
CIVIL146,CIVIL,3,6,48,FAC5081,Monday,14:00,15:00,ME305
IT159,IT,1,1,50,FAC5081,Monday,15:00,16:00,ME305
AIML395,AIML,3,5,46,FAC5120,Monday,09:00,10:00,ME305
CIVIL156,CIVIL,2,3,46,FAC5033,Monday,12:15,13:15,ME305
MECH106,MECH,2,4,47,FAC5022,Tuesday,10:00,11:00,ME305
CIVIL179,CIVIL,3,6,56,FAC5049,Tuesday,14:00,15:00,ME305
CIVIL120,CIVIL,2,3,56,FAC5099,Tuesday,12:15,13:15,ME305
CSE189,CSE,3,6,38,FAC5082,Wednesday,14:00,15:00,ME305
AIML165,AIML,2,3,41,FAC5057,Wednesday,15:00,16:00,ME305
ECE137,ECE,4,7,50,FAC5018,Wednesday,10:00,11:00,ME305
EEE398,EEE,2,4,35,FAC5034,Wednesday,09:00,10:00,ME305
CSE244,CSE,1,2,39,FAC5024,Thursday,09:00,10:00,ME305
CIVIL434,CIVIL,3,5,38,FAC5017,Thursday,15:00,16:00,ME305
CSE267,CSE,1,2,56,FAC5013,Thursday,14:00,15:00,ME305
TEXTILE328,TEXTILE,2,4,43,FAC5018,Thursday,10:00,11:00,ME305
MECH390,MECH,1,1,49,FAC5038,Friday,12:15,13:15,ME305
ECE368,ECE,2,3,49,FAC5023,Friday,09:00,10:00,ME305
IT421,IT,2,4,59,FAC5131,Friday,11:15,12:15,ME305
CIVIL442,CIVIL,4,7,40,FAC5032,Friday,14:00,15:00,ME305
MECH302,MECH,1,1,43,FAC5115,Monday,09:00,10:00,WW 213
EEE172,EEE,2,3,39,FAC5113,Monday,14:00,15:00,WW 213
CSE152,CSE,1,2,54,FAC5106,Monday,12:15,13:15,WW 213
ECE290,ECE,4,8,52,FAC5038,Monday,15:00,16:00,WW 213
IT434,IT,4,8,53,FAC5022,Tuesday,12:15,13:15,WW 213
TEXTILE409,TEXTILE,1,2,47,FAC5011,Tuesday,11:15,12:15,WW 213
EEE253,EEE,2,3,41,FAC5039,Tuesday,10:00,11:00,WW 213
ECE114,ECE,3,6,55,FAC5063,Tuesday,09:00,10:00,WW 213
AIDS438,AIDS,2,3,60,FAC5091,Wednesday,12:15,13:15,WW 213
IT493,IT,4,8,44,FAC5008,Wednesday,14:00,15:00,WW 213
CIVIL119,CIVIL,4,7,51,FAC5054,Wednesday,15:00,16:00,WW 213
AIDS189,AIDS,3,6,47,FAC5005,Thursday,15:00,16:00,WW 213
CIVIL159,CIVIL,2,4,48,FAC5009,Thursday,09:00,10:00,WW 213
MECH258,MECH,3,5,39,FAC5040,Thursday,10:00,11:00,WW 213
EEE469,EEE,4,8,42,FAC5047,Thursday,14:00,15:00,WW 213
ECE344,ECE,2,4,55,FAC5022,Friday,11:15,12:15,WW 213
MECH266,MECH,3,6,53,FAC5135,Friday,15:00,16:00,WW 213
AIDS347,AIDS,2,4,57,FAC5090,Friday,10:00,11:00,WW 213
IT333,IT,2,4,56,FAC5090,Friday,09:00,10:00,WW 213
ECE295,ECE,2,3,56,FAC5062,Monday,12:15,13:15,SF 203
ECE439,ECE,4,7,57,FAC5026,Monday,09:00,10:00,SF 203
AIML167,AIML,3,5,39,FAC5128,Monday,10:00,11:00,SF 203
IT241,IT,3,5,44,FAC5110,Tuesday,14:00,15:00,SF 203
MECH173,MECH,3,5,39,FAC5122,Tuesday,11:15,12:15,SF 203
MECH401,MECH,4,8,39,FAC5067,Tuesday,10:00,11:00,SF 203
AIDS227,AIDS,3,6,55,FAC5120,Wednesday,10:00,11:00,SF 203
AIDS458,AIDS,1,2,46,FAC5042,Wednesday,12:15,13:15,SF 203
TEXTILE431,TEXTILE,4,7,58,FAC5126,Wednesday,14:00,15:00,SF 203
IT204,IT,2,4,36,FAC5031,Wednesday,11:15,12:15,SF 203
TEXTILE241,TEXTILE,1,1,56,FAC5031,Thursday,10:00,11:00,SF 203
ECE244,ECE,4,7,55,FAC5029,Thursday,15:00,16:00,SF 203
AIDS390,AIDS,3,6,52,FAC5132,Thursday,12:15,13:15,SF 203
EEE171,EEE,4,7,38,FAC5071,Friday,15:00,16:00,SF 203
TEXTILE491,TEXTILE,3,5,57,FAC5011,Friday,09:00,10:00,SF 203
CIVIL298,CIVIL,2,3,52,FAC5077,Friday,10:00,11:00,SF 203
CIVIL298,CIVIL,2,3,56,FAC5102,Monday,12:15,13:15,IECC Launch Pad
AIDS217,AIDS,3,6,41,FAC5106,Monday,10:00,11:00,IECC Launch Pad
EEE124,EEE,3,6,45,FAC5070,Monday,15:00,16:00,IECC Launch Pad
AIML442,AIML,3,5,41,FAC5080,Monday,09:00,10:00,IECC Launch Pad
MECH207,MECH,4,8,41,FAC5007,Tuesday,12:15,13:15,IECC Launch Pad
TEXTILE111,TEXTILE,3,5,48,FAC5096,Tuesday,11:15,12:15,IECC Launch Pad
TEXTILE424,TEXTILE,1,2,36,FAC5116,Tuesday,09:00,10:00,IECC Launch Pad
AIDS302,AIDS,1,2,49,FAC5083,Wednesday,10:00,11:00,IECC Launch Pad
IT347,IT,3,5,36,FAC5068,Wednesday,09:00,10:00,IECC Launch Pad
MECH245,MECH,2,4,54,FAC5105,Wednesday,14:00,15:00,IECC Launch Pad
AIML298,AIML,3,6,58,FAC5057,Wednesday,12:15,13:15,IECC Launch Pad
IT162,IT,2,3,45,FAC5108,Thursday,09:00,10:00,IECC Launch Pad
CSE209,CSE,2,4,39,FAC5081,Thursday,11:15,12:15,IECC Launch Pad
IT466,IT,4,7,54,FAC5016,Thursday,12:15,13:15,IECC Launch Pad
CIVIL237,CIVIL,4,8,50,FAC5101,Friday,11:15,12:15,IECC Launch Pad
CSE358,CSE,4,7,53,FAC5109,Friday,12:15,13:15,IECC Launch Pad
AIML484,AIML,3,6,48,FAC5043,Friday,15:00,16:00,IECC Launch Pad
EEE221,EEE,4,7,45,FAC5098,Monday,09:00,10:00,EW 216
TEXTILE259,TEXTILE,4,7,56,FAC5026,Monday,11:15,12:15,EW 216
ECE359,ECE,2,4,55,FAC5016,Monday,12:15,13:15,EW 216
EEE259,EEE,2,3,41,FAC5107,Tuesday,15:00,16:00,EW 216
ECE309,ECE,2,4,41,FAC5007,Tuesday,14:00,15:00,EW 216
MECH401,MECH,4,7,51,FAC5012,Tuesday,12:15,13:15,EW 216
IT432,IT,3,6,59,FAC5087,Wednesday,14:00,15:00,EW 216
CSE299,CSE,3,5,43,FAC5086,Wednesday,15:00,16:00,EW 216
EEE140,EEE,4,8,45,FAC5052,Wednesday,10:00,11:00,EW 216
ECE188,ECE,2,4,48,FAC5132,Thursday,09:00,10:00,EW 216
TEXTILE103,TEXTILE,2,4,54,FAC5033,Thursday,11:15,12:15,EW 216
AIML119,AIML,2,3,38,FAC5038,Thursday,14:00,15:00,EW 216
MECH355,MECH,4,8,52,FAC5056,Thursday,12:15,13:15,EW 216
ECE336,ECE,4,8,55,FAC5098,Friday,15:00,16:00,EW 216
AIML407,AIML,4,8,47,FAC5090,Friday,12:15,13:15,EW 216
AIDS338,AIDS,3,5,58,FAC5005,Friday,10:00,11:00,EW 216
ECE439,ECE,4,8,35,FAC5122,Monday,09:00,10:00,EW 111
MECH379,MECH,4,8,55,FAC5004,Monday,12:15,13:15,EW 111
MECH340,MECH,2,4,43,FAC5107,Monday,14:00,15:00,EW 111
AIML145,AIML,3,6,54,FAC5086,Monday,15:00,16:00,EW 111
TEXTILE463,TEXTILE,3,6,46,FAC5054,Tuesday,12:15,13:15,EW 111
ECE410,ECE,3,5,37,FAC5087,Tuesday,15:00,16:00,EW 111
MECH323,MECH,2,4,53,FAC5047,Tuesday,11:15,12:15,EW 111
AIML221,AIML,1,1,53,FAC5108,Wednesday,15:00,16:00,EW 111
CSE102,CSE,4,7,46,FAC5030,Wednesday,09:00,10:00,EW 111
TEXTILE414,TEXTILE,1,1,40,FAC5078,Wednesday,10:00,11:00,EW 111
CIVIL171,CIVIL,3,5,42,FAC5049,Wednesday,11:15,12:15,EW 111
AIML126,AIML,2,3,58,FAC5013,Thursday,09:00,10:00,EW 111
AIML181,AIML,4,7,58,FAC5028,Thursday,14:00,15:00,EW 111
IT262,IT,3,6,54,FAC5084,Thursday,10:00,11:00,EW 111
AIDS486,AIDS,3,5,38,FAC5095,Thursday,12:15,13:15,EW 111
EEE115,EEE,3,6,39,FAC5090,Friday,14:00,15:00,EW 111
ECE237,ECE,1,1,53,FAC5034,Friday,10:00,11:00,EW 111
ECE285,ECE,3,5,45,FAC5039,Friday,12:15,13:15,EW 111
MECH108,MECH,1,1,59,FAC5087,Friday,09:00,10:00,EW 111
CIVIL114,CIVIL,3,6,42,FAC5125,Monday,15:00,16:00,WW 114
CSE341,CSE,1,1,48,FAC5011,Monday,09:00,10:00,WW 114
AIDS252,AIDS,3,6,38,FAC5124,Monday,14:00,15:00,WW 114
TEXTILE305,TEXTILE,4,7,54,FAC5022,Tuesday,09:00,10:00,WW 114
ECE138,ECE,2,4,48,FAC5122,Tuesday,15:00,16:00,WW 114
EEE188,EEE,4,8,35,FAC5122,Tuesday,10:00,11:00,WW 114
AIML356,AIML,3,5,42,FAC5054,Wednesday,10:00,11:00,WW 114
AIML410,AIML,3,5,41,FAC5101,Wednesday,14:00,15:00,WW 114
TEXTILE304,TEXTILE,3,6,58,FAC5105,Wednesday,11:15,12:15,WW 114
CSE133,CSE,3,6,40,FAC5118,Wednesday,15:00,16:00,WW 114
CIVIL148,CIVIL,4,8,46,FAC5075,Thursday,09:00,10:00,WW 114
MECH400,MECH,4,8,53,FAC5051,Thursday,15:00,16:00,WW 114
MECH374,MECH,3,6,39,FAC5037,Thursday,10:00,11:00,WW 114
CIVIL477,CIVIL,2,4,40,FAC5003,Friday,09:00,10:00,WW 114
AIML316,AIML,4,8,45,FAC5133,Friday,12:15,13:15,WW 114
EEE334,EEE,3,5,38,FAC5058,Friday,15:00,16:00,WW 114
AIML190,AIML,2,3,47,FAC5058,Friday,11:15,12:15,WW 114
CSE460,CSE,3,5,42,FAC5130,Monday,10:00,11:00,WW 212
AIDS162,AIDS,1,2,43,FAC5010,Monday,15:00,16:00,WW 212
CSE312,CSE,2,4,44,FAC5016,Monday,11:15,12:15,WW 212
IT364,IT,3,5,42,FAC5053,Tuesday,09:00,10:00,WW 212
TEXTILE335,TEXTILE,4,8,52,FAC5014,Tuesday,11:15,12:15,WW 212
EEE288,EEE,2,4,46,FAC5044,Tuesday,15:00,16:00,WW 212
IT170,IT,2,4,49,FAC5026,Wednesday,15:00,16:00,WW 212
CSE120,CSE,1,2,52,FAC5122,Wednesday,09:00,10:00,WW 212
TEXTILE377,TEXTILE,1,2,57,FAC5077,Wednesday,12:15,13:15,WW 212
AIML396,AIML,2,3,49,FAC5064,Thursday,15:00,16:00,WW 212
AIDS153,AIDS,3,5,45,FAC5020,Thursday,14:00,15:00,WW 212
AIML270,AIML,4,7,55,FAC5027,Thursday,09:00,10:00,WW 212
CSE277,CSE,3,5,37,FAC5046,Friday,09:00,10:00,WW 212
MECH288,MECH,3,5,45,FAC5009,Friday,14:00,15:00,WW 212
CSE283,CSE,4,7,43,FAC5105,Friday,11:15,12:15,WW 212
TEXTILE309,TEXTILE,2,3,50,FAC5109,Monday,15:00,16:00,WW 112
IT497,IT,3,5,40,FAC5023,Monday,10:00,11:00,WW 112
EEE100,EEE,3,6,53,FAC5073,Monday,09:00,10:00,WW 112
TEXTILE147,TEXTILE,4,8,56,FAC5058,Tuesday,14:00,15:00,WW 112
TEXTILE163,TEXTILE,1,2,36,FAC5007,Tuesday,10:00,11:00,WW 112
CSE473,CSE,4,8,56,FAC5081,Tuesday,12:15,13:15,WW 112
ECE190,ECE,4,7,42,FAC5049,Tuesday,09:00,10:00,WW 112
CSE487,CSE,3,6,56,FAC5078,Wednesday,12:15,13:15,WW 112
AIML322,AIML,2,4,51,FAC5007,Wednesday,14:00,15:00,WW 112
TEXTILE285,TEXTILE,1,1,53,FAC5110,Wednesday,09:00,10:00,WW 112
TEXTILE493,TEXTILE,3,5,48,FAC5018,Thursday,10:00,11:00,WW 112
AIML116,AIML,1,2,44,FAC5093,Thursday,11:15,12:15,WW 112
IT227,IT,2,3,59,FAC5002,Thursday,12:15,13:15,WW 112
ECE150,ECE,2,4,49,FAC5078,Friday,14:00,15:00,WW 112
TEXTILE281,TEXTILE,1,2,43,FAC5123,Friday,12:15,13:15,WW 112
MECH294,MECH,3,6,40,FAC5021,Friday,09:00,10:00,WW 112
AIDS238,AIDS,4,7,55,FAC5055,Friday,15:00,16:00,WW 112
AIML451,AIML,4,7,59,FAC5118,Monday,12:15,13:15,MH305
CSE146,CSE,4,7,36,FAC5029,Monday,15:00,16:00,MH305
AIML392,AIML,4,7,38,FAC5090,Monday,11:15,12:15,MH305
AIML397,AIML,2,3,44,FAC5036,Tuesday,10:00,11:00,MH305
CIVIL216,CIVIL,4,7,56,FAC5049,Tuesday,12:15,13:15,MH305
TEXTILE174,TEXTILE,1,2,47,FAC5120,Tuesday,15:00,16:00,MH305
TEXTILE108,TEXTILE,3,6,35,FAC5096,Wednesday,15:00,16:00,MH305
AIML144,AIML,2,4,58,FAC5008,Wednesday,14:00,15:00,MH305
AIML172,AIML,4,7,59,FAC5090,Wednesday,12:15,13:15,MH305
MECH350,MECH,1,2,41,FAC5116,Wednesday,11:15,12:15,MH305
CSE123,CSE,1,1,60,FAC5083,Thursday,15:00,16:00,MH305
CSE268,CSE,4,7,35,FAC5101,Thursday,11:15,12:15,MH305
TEXTILE165,TEXTILE,1,1,43,FAC5031,Thursday,09:00,10:00,MH305
AIML282,AIML,2,4,47,FAC5117,Thursday,10:00,11:00,MH305
ECE136,ECE,1,1,49,FAC5106,Friday,15:00,16:00,MH305
MECH433,MECH,4,7,60,FAC5005,Friday,12:15,13:15,MH305
AIML124,AIML,1,2,56,FAC5123,Friday,09:00,10:00,MH305
AIML119,AIML,4,7,39,FAC5015,Monday,09:00,10:00,EW 208
EEE241,EEE,3,5,48,FAC5079,Monday,15:00,16:00,EW 208
IT250,IT,4,7,40,FAC5131,Monday,12:15,13:15,EW 208
CIVIL113,CIVIL,2,3,36,FAC5010,Monday,14:00,15:00,EW 208
ECE272,ECE,4,8,46,FAC5051,Tuesday,11:15,12:15,EW 208
EEE195,EEE,3,6,41,FAC5099,Tuesday,10:00,11:00,EW 208
AIML286,AIML,1,2,53,FAC5088,Tuesday,12:15,13:15,EW 208
IT329,IT,4,8,60,FAC5006,Wednesday,11:15,12:15,EW 208
MECH145,MECH,1,1,41,FAC5084,Wednesday,12:15,13:15,EW 208
IT446,IT,4,7,41,FAC5008,Wednesday,15:00,16:00,EW 208
CSE108,CSE,4,8,48,FAC5088,Thursday,12:15,13:15,EW 208
MECH266,MECH,2,4,41,FAC5016,Thursday,10:00,11:00,EW 208
EEE144,EEE,2,3,38,FAC5055,Thursday,15:00,16:00,EW 208
AIDS411,AIDS,3,6,43,FAC5039,Thursday,14:00,15:00,EW 208
IT313,IT,3,6,46,FAC5063,Friday,11:15,12:15,EW 208
CIVIL225,CIVIL,3,6,40,FAC5005,Friday,14:00,15:00,EW 208
CIVIL204,CIVIL,1,2,36,FAC5119,Friday,09:00,10:00,EW 208
AIML208,AIML,4,7,54,FAC5101,Friday,10:00,11:00,EW 208
ECE389,ECE,2,4,36,FAC5078,Monday,15:00,16:00,WW 227
AIDS179,AIDS,1,2,47,FAC5089,Monday,09:00,10:00,WW 227
AIDS248,AIDS,1,1,45,FAC5063,Monday,12:15,13:15,WW 227
EEE356,EEE,1,2,49,FAC5011,Monday,14:00,15:00,WW 227
CSE463,CSE,3,5,54,FAC5103,Tuesday,15:00,16:00,WW 227
IT219,IT,2,3,51,FAC5111,Tuesday,11:15,12:15,WW 227
CIVIL275,CIVIL,3,5,45,FAC5022,Tuesday,14:00,15:00,WW 227
AIDS202,AIDS,3,6,45,FAC5017,Tuesday,10:00,11:00,WW 227
AIDS471,AIDS,3,5,41,FAC5020,Wednesday,09:00,10:00,WW 227
AIDS117,AIDS,1,2,38,FAC5082,Wednesday,10:00,11:00,WW 227
