booking_id,venue_name,purpose,student_count,faculty_id,department,start_time,end_time,date,status,utilization_rate,satisfaction_score,is_peak_hour
BKG100237,COMPUTER LAB - 11,Lab,52,FAC5125,TEXTILE,11:00,12:00,2026-06-16,Approved,0.88,3,1
BKG100238,COMPUTER LAB - 11,Lab,39,FAC5117,CSE,11:00,12:00,2026-07-07,Approved,0.66,3,1
BKG100239,COMPUTER LAB - 11,Lab,39,FAC5015,AIML,15:00,16:00,2026-06-18,Approved,0.66,5,0
BKG100240,COMPUTER LAB - 12,Lab,44,FAC5095,CSE,11:00,14:00,2026-05-01,Approved,0.75,3,1
BKG100241,COMPUTER LAB - 12,Lab,55,FAC5058,CSE,12:00,13:00,2026-06-01,Approved,0.93,4,0
BKG100242,COMPUTER LAB - 12,Lab,45,FAC5045,CIVIL,12:00,15:00,2026-07-19,Approved,0.76,5,0
BKG100243,Data Structure Lab (Computer  Lab-13),Lab,44,FAC5055,ECE,15:00,17:00,2026-07-15,Approved,0.75,3,0
BKG100244,Data Structure Lab (Computer  Lab-13),Lab,50,FAC5099,IT,11:00,14:00,2026-07-10,Approved,0.85,5,1
BKG100245,Data Structure Lab (Computer  Lab-13),Lab,39,FAC5020,AIML,09:00,11:00,2026-07-14,Approved,0.66,4,1
BKG100246,Artificial Intellicence Lab (Computer  Lab-14),Lab,23,FAC5097,MECH,11:00,12:00,2026-07-01,Approved,0.79,5,1
BKG100247,Artificial Intellicence Lab (Computer  Lab-14),Lab,14,FAC5080,AIDS,14:00,16:00,2026-06-05,Approved,0.48,3,0
BKG100248,Artificial Intellicence Lab (Computer  Lab-14),Lab,17,FAC5036,EEE,10:00,13:00,2026-07-16,Approved,0.59,5,1
BKG100249,Machine Learning  Lab (Computer  Lab-15),Lab,24,FAC5051,EEE,10:00,12:00,2026-06-09,Approved,0.83,3,1
BKG100250,Machine Learning  Lab (Computer  Lab-15),Lab,12,FAC5029,EEE,11:00,13:00,2026-06-18,Approved,0.41,3,1
BKG100251,Machine Learning  Lab (Computer  Lab-15),Lab,11,FAC5020,CIVIL,09:00,12:00,2026-05-19,Approved,0.38,4,1
BKG100252,Programming  Lab (Computer  Lab-16),Lab,28,FAC5033,CIVIL,15:00,17:00,2026-06-20,Approved,0.97,3,0
BKG100253,Programming  Lab (Computer  Lab-16),Lab,26,FAC5086,AIML,11:00,12:00,2026-06-29,Approved,0.9,5,1
BKG100254,Programming  Lab (Computer  Lab-16),Lab,22,FAC5067,IT,10:00,13:00,2026-05-03,Approved,0.76,5,1
BKG100255,Programming Lab (Computer  Lab-17),Lab,21,FAC5037,MECH,09:00,12:00,2026-05-12,Approved,0.72,4,1
BKG100256,Programming Lab (Computer  Lab-17),Lab,9,FAC5120,CIVIL,15:00,17:00,2026-05-28,Approved,0.31,3,0
BKG100257,Programming Lab (Computer  Lab-17),Lab,9,FAC5099,AIML,10:00,12:00,2026-05-17,Approved,0.31,4,1
BKG100258,FESEM LAB,Lab,38,FAC5032,AIDS,12:00,14:00,2026-07-20,Approved,0.95,3,0
BKG100259,FESEM LAB,Lab,29,FAC5012,ECE,11:00,14:00,2026-05-19,Approved,0.72,4,1
BKG100260,FESEM LAB,Lab,24,FAC5065,CIVIL,09:00,12:00,2026-07-19,Approved,0.6,4,1
BKG100261,WW 101,Training,30,FAC5100,IT,09:00,10:00,2026-06-17,Approved,0.6,4,1
BKG100262,WW 101,Training,43,FAC5099,MECH,12:00,15:00,2026-06-22,Approved,0.86,4,0
BKG100263,WW 101,Training,34,FAC5110,MECH,09:00,12:00,2026-06-17,Approved,0.68,5,1
BKG100264,WW 102,Meeting,33,FAC5134,MECH,15:00,18:00,2026-06-02,Approved,0.66,5,0
BKG100265,WW 102,Class,49,FAC5104,MECH,10:00,13:00,2026-05-05,Approved,0.98,4,1
BKG100266,WW 102,Meeting,32,FAC5005,CSE,10:00,11:00,2026-05-04,Approved,0.64,5,1
BKG100267,WW 103,Meeting,30,FAC5103,EEE,09:00,10:00,2026-05-18,Approved,0.6,4,1
BKG100268,WW 103,Class,40,FAC5114,ECE,10:00,13:00,2026-07-15,Approved,0.8,3,1
BKG100269,WW 103,Meeting,42,FAC5013,MECH,15:00,16:00,2026-07-19,Approved,0.84,3,0
BKG100270,WW 104,Training,46,FAC5119,AIDS,09:00,11:00,2026-07-17,Approved,0.92,4,1
BKG100271,WW 104,Class,32,FAC5089,AIML,11:00,14:00,2026-06-06,Approved,0.64,5,1
BKG100272,WW 104,Class,35,FAC5130,CSE,14:00,17:00,2026-05-12,Approved,0.7,5,0
BKG100273,WW 105,Meeting,37,FAC5121,IT,15:00,18:00,2026-07-18,Approved,0.74,5,0
BKG100274,WW 105,Class,47,FAC5072,CSE,12:00,15:00,2026-06-27,Approved,0.94,5,0
BKG100275,WW 105,Class,44,FAC5037,MECH,15:00,17:00,2026-06-29,Approved,0.88,4,0
BKG100276,WW 106,Training,34,FAC5008,IT,09:00,10:00,2026-07-04,Approved,0.68,5,1
BKG100277,WW 106,Meeting,36,FAC5046,TEXTILE,10:00,11:00,2026-05-28,Approved,0.72,5,1
BKG100278,WW 106,Meeting,34,FAC5021,AIML,09:00,12:00,2026-06-16,Approved,0.68,3,1
BKG100279,WW 201,Training,32,FAC5040,EEE,11:00,14:00,2026-06-05,Approved,0.64,4,1
BKG100280,WW 201,Class,32,FAC5092,CSE,15:00,18:00,2026-06-11,Approved,0.64,5,0
BKG100281,WW 201,Training,43,FAC5024,CSE,09:00,11:00,2026-07-12,Approved,0.86,4,1
BKG100282,WW 202,Class,37,FAC5122,ECE,15:00,18:00,2026-06-13,Approved,0.74,4,0
BKG100283,WW 202,Class,38,FAC5073,AIML,12:00,15:00,2026-06-24,Approved,0.76,3,0
BKG100284,WW 202,Training,45,FAC5129,CSE,15:00,17:00,2026-05-07,Approved,0.9,5,0
BKG100285,WW 203,Training,47,FAC5135,AIDS,15:00,16:00,2026-07-14,Approved,0.73,4,0
BKG100286,WW 203,Training,55,FAC5026,ECE,15:00,17:00,2026-05-03,Approved,0.86,3,0
BKG100287,WW 203,Training,50,FAC5087,CIVIL,14:00,16:00,2026-06-10,Approved,0.78,5,0
BKG100288,WW 204,Training,56,FAC5101,CSE,11:00,12:00,2026-07-05,Approved,0.74,4,1
BKG100289,WW 204,Training,70,FAC5047,AIDS,12:00,15:00,2026-07-06,Approved,0.92,4,0
BKG100290,WW 204,Class,72,FAC5078,TEXTILE,15:00,17:00,2026-07-04,Approved,0.95,4,0
BKG100291,WW 205,Meeting,35,FAC5007,TEXTILE,12:00,14:00,2026-05-11,Approved,0.88,3,0
BKG100292,WW 205,Training,39,FAC5077,ECE,09:00,10:00,2026-05-02,Approved,0.97,5,1
BKG100293,WW 205,Training,30,FAC5118,CSE,15:00,18:00,2026-05-07,Approved,0.75,5,0
BKG100294,WW 107,Training,50,FAC5125,EEE,11:00,14:00,2026-07-16,Approved,1.0,5,1
BKG100295,WW 107,Meeting,48,FAC5020,CSE,09:00,11:00,2026-06-22,Approved,0.96,4,1
BKG100296,WW 107,Training,44,FAC5118,CSE,15:00,18:00,2026-07-15,Approved,0.88,5,0
BKG100297,WW 108,Meeting,49,FAC5107,TEXTILE,09:00,12:00,2026-05-14,Approved,0.98,3,1
BKG100298,WW 108,Class,36,FAC5076,EEE,14:00,17:00,2026-05-20,Approved,0.72,5,0
BKG100299,WW 108,Meeting,48,FAC5127,CIVIL,10:00,13:00,2026-06-29,Approved,0.96,5,1
BKG100300,WW 109,Meeting,37,FAC5115,CSE,15:00,16:00,2026-07-08,Approved,0.74,3,0
BKG100301,WW 109,Class,32,FAC5120,CIVIL,10:00,13:00,2026-07-20,Approved,0.64,3,1
BKG100302,WW 109,Class,41,FAC5118,ECE,09:00,10:00,2026-06-20,Approved,0.82,4,1
BKG100303,WW 110,Class,34,FAC5134,AIML,15:00,18:00,2026-07-17,Approved,0.68,5,0
BKG100304,WW 110,Meeting,33,FAC5133,EEE,10:00,12:00,2026-07-19,Approved,0.66,5,1
BKG100305,WW 110,Meeting,43,FAC5044,CSE,10:00,13:00,2026-06-04,Approved,0.86,3,1
BKG100306,WW 111,Meeting,48,FAC5066,AIDS,12:00,13:00,2026-07-08,Approved,0.96,5,0
BKG100307,WW 111,Class,39,FAC5061,CIVIL,14:00,16:00,2026-06-05,Approved,0.78,4,0
BKG100308,WW 111,Class,42,FAC5028,AIML,15:00,18:00,2026-06-25,Approved,0.84,4,0
BKG100309,WW 112,Meeting,32,FAC5067,AIML,10:00,13:00,2026-05-12,Approved,0.64,4,1
BKG100310,WW 112,Meeting,39,FAC5020,MECH,12:00,15:00,2026-05-03,Approved,0.78,4,0
BKG100311,WW 112,Training,50,FAC5034,ECE,12:00,15:00,2026-07-03,Approved,1.0,4,0
BKG100312,WW 206,Meeting,98,FAC5095,ECE,15:00,16:00,2026-07-12,Approved,0.98,5,0
BKG100313,WW 206,Meeting,100,FAC5134,CIVIL,10:00,12:00,2026-05-07,Approved,1.0,5,1
BKG100314,WW 206,Meeting,84,FAC5084,MECH,14:00,17:00,2026-06-17,Approved,0.84,3,0
BKG100315,WW 207,Meeting,86,FAC5018,IT,09:00,12:00,2026-06-04,Approved,0.86,4,1
BKG100316,WW 207,Training,98,FAC5038,CSE,15:00,18:00,2026-05-03,Approved,0.98,5,0
BKG100317,WW 207,Training,93,FAC5055,IT,15:00,16:00,2026-07-14,Approved,0.93,4,0
BKG100318,WW 208,Class,50,FAC5097,EEE,14:00,15:00,2026-05-24,Approved,0.83,5,0
BKG100319,WW 208,Training,43,FAC5004,MECH,10:00,11:00,2026-07-16,Approved,0.72,5,1
BKG100320,WW 208,Meeting,49,FAC5031,AIML,14:00,16:00,2026-07-14,Approved,0.82,4,0
BKG100321,WW 209,Meeting,51,FAC5113,AIML,15:00,17:00,2026-05-05,Approved,0.85,4,0
BKG100322,WW 209,Class,55,FAC5124,CIVIL,12:00,13:00,2026-06-16,Approved,0.92,4,0
BKG100323,WW 209,Class,45,FAC5112,MECH,11:00,13:00,2026-06-04,Approved,0.75,5,1
BKG100324,WW 210,Training,60,FAC5074,CSE,15:00,16:00,2026-05-14,Approved,1.0,3,0
BKG100325,WW 210,Training,53,FAC5089,AIDS,12:00,15:00,2026-06-09,Approved,0.88,3,0
BKG100326,WW 210,Class,60,FAC5123,TEXTILE,15:00,17:00,2026-07-14,Approved,1.0,4,0
BKG100327,WW 113,Meeting,56,FAC5063,IT,09:00,11:00,2026-05-06,Approved,0.93,5,1
BKG100328,WW 113,Class,49,FAC5081,ECE,09:00,12:00,2026-07-04,Approved,0.82,5,1
BKG100329,WW 113,Meeting,43,FAC5007,MECH,12:00,15:00,2026-05-28,Approved,0.72,4,0
BKG100330,WW 114,Training,46,FAC5081,IT,12:00,13:00,2026-06-24,Approved,0.77,3,0
BKG100331,WW 114,Class,58,FAC5052,CIVIL,11:00,13:00,2026-07-19,Approved,0.97,5,1
BKG100332,WW 114,Training,48,FAC5110,AIDS,10:00,11:00,2026-05-13,Approved,0.8,5,1
BKG100333,WW 115,Meeting,58,FAC5087,IT,15:00,17:00,2026-06-29,Approved,0.97,3,0
BKG100334,WW 115,Class,43,FAC5117,MECH,12:00,15:00,2026-06-17,Approved,0.72,4,0
BKG100335,WW 115,Class,52,FAC5044,AIML,10:00,12:00,2026-07-22,Approved,0.87,4,1
BKG100336,WW 117,Training,54,FAC5128,IT,14:00,16:00,2026-05-01,Approved,0.9,3,0
BKG100337,WW 117,Training,52,FAC5120,EEE,14:00,16:00,2026-07-19,Approved,0.87,4,0
BKG100338,WW 117,Meeting,44,FAC5123,EEE,10:00,13:00,2026-07-14,Approved,0.73,5,1
BKG100339,WW 118,Training,45,FAC5073,CIVIL,11:00,12:00,2026-05-14,Approved,0.75,3,1
BKG100340,WW 118,Training,55,FAC5081,CIVIL,10:00,12:00,2026-07-02,Approved,0.92,4,1
BKG100341,WW 118,Training,48,FAC5131,ECE,12:00,14:00,2026-06-08,Approved,0.8,3,0
BKG100342,WW 211,Training,52,FAC5046,EEE,11:00,14:00,2026-06-21,Approved,0.87,5,1
BKG100343,WW 211,Training,57,FAC5102,IT,15:00,16:00,2026-07-12,Approved,0.95,4,0
BKG100344,WW 211,Training,54,FAC5089,IT,09:00,12:00,2026-07-21,Approved,0.9,4,1
BKG100345,WW 212,Meeting,82,FAC5009,AIML,15:00,18:00,2026-06-26,Approved,0.82,4,0
BKG100346,WW 212,Class,93,FAC5008,AIML,11:00,13:00,2026-07-03,Approved,0.93,5,1
BKG100347,WW 212,Training,90,FAC5015,ECE,15:00,16:00,2026-06-25,Approved,0.9,3,0
BKG100348,WW 213,Class,51,FAC5133,AIDS,10:00,13:00,2026-06-24,Approved,0.85,5,1
BKG100349,WW 213,Training,56,FAC5015,TEXTILE,14:00,16:00,2026-05-13,Approved,0.93,3,0
BKG100350,WW 213,Class,57,FAC5127,AIML,09:00,10:00,2026-06-05,Approved,0.95,5,1
BKG100351,WW 214,Training,41,FAC5022,CIVIL,14:00,16:00,2026-07-01,Approved,0.68,3,0
BKG100352,WW 214,Training,57,FAC5107,TEXTILE,11:00,14:00,2026-05-22,Approved,0.95,5,1
BKG100353,WW 214,Meeting,56,FAC5018,ECE,10:00,13:00,2026-04-29,Approved,0.93,4,1
BKG100354,WW 215,Class,48,FAC5086,MECH,09:00,12:00,2026-07-15,Approved,0.8,3,1
BKG100355,WW 215,Class,51,FAC5044,EEE,14:00,17:00,2026-06-29,Approved,0.85,4,0
BKG100356,WW 215,Class,51,FAC5042,AIDS,15:00,18:00,2026-05-28,Approved,0.85,4,0
BKG100357,WW 002,Meeting,20,FAC5063,IT,14:00,15:00,2026-05-08,Approved,0.5,5,0
BKG100358,WW 002,Class,23,FAC5031,CSE,14:00,17:00,2026-07-15,Approved,0.57,3,0
BKG100359,WW 002,Training,36,FAC5103,AIML,14:00,17:00,2026-05-26,Approved,0.9,4,0
BKG100360,WW 003,Meeting,30,FAC5104,TEXTILE,12:00,15:00,2026-06-15,Approved,0.75,5,0
BKG100361,WW 003,Class,27,FAC5034,CSE,09:00,10:00,2026-06-27,Approved,0.68,4,1
BKG100362,WW 003,Training,22,FAC5065,TEXTILE,12:00,13:00,2026-06-10,Approved,0.55,4,0
BKG100363,WW 004,Class,33,FAC5026,AIDS,11:00,13:00,2026-05-22,Approved,0.82,4,1
BKG100364,WW 004,Meeting,38,FAC5122,CIVIL,14:00,17:00,2026-06-05,Approved,0.95,4,0
BKG100365,WW 004,Training,21,FAC5033,EEE,11:00,12:00,2026-06-02,Approved,0.53,3,1
BKG100366,WW 005,Training,50,FAC5023,CSE,11:00,12:00,2026-07-09,Approved,1.0,5,1
BKG100367,WW 005,Meeting,33,FAC5054,AIDS,14:00,15:00,2026-06-19,Approved,0.66,4,0
BKG100368,WW 005,Meeting,46,FAC5094,AIML,12:00,14:00,2026-05-19,Approved,0.92,4,0
BKG100369,WW 006,Class,46,FAC5121,AIDS,11:00,14:00,2026-07-17,Approved,0.77,5,1
BKG100370,WW 006,Class,59,FAC5087,ECE,11:00,12:00,2026-06-05,Approved,0.98,3,1
BKG100371,WW 006,Training,41,FAC5027,AIML,11:00,12:00,2026-05-11,Approved,0.68,5,1
BKG100372,WW 007,Meeting,49,FAC5042,AIDS,10:00,12:00,2026-07-21,Approved,0.82,5,1
BKG100373,WW 007,Training,60,FAC5120,ECE,11:00,12:00,2026-07-08,Approved,1.0,3,1
BKG100374,WW 007,Class,43,FAC5007,MECH,11:00,14:00,2026-07-05,Approved,0.72,3,1
BKG100375,WW 008,Meeting,44,FAC5001,AIDS,11:00,13:00,2026-07-07,Approved,0.73,3,1
BKG100376,WW 008,Training,52,FAC5074,MECH,10:00,11:00,2026-07-05,Approved,0.87,5,1
BKG100377,WW 008,Meeting,55,FAC5115,TEXTILE,11:00,13:00,2026-07-08,Approved,0.92,4,1
BKG100378,WW 011,Training,60,FAC5043,AIDS,11:00,14:00,2026-05-01,Approved,1.0,3,1
BKG100379,WW 011,Training,50,FAC5102,IT,14:00,17:00,2026-07-21,Approved,0.83,5,0
BKG100380,WW 011,Meeting,44,FAC5062,CIVIL,10:00,11:00,2026-05-15,Approved,0.73,5,1
BKG100381,WW 012,Training,53,FAC5029,MECH,14:00,15:00,2026-05-16,Approved,0.88,4,0
BKG100382,WW 012,Training,47,FAC5048,MECH,11:00,12:00,2026-06-01,Approved,0.78,5,1
BKG100383,WW 012,Meeting,53,FAC5100,EEE,09:00,11:00,2026-06-23,Approved,0.88,5,1
BKG100384,WW 216,Class,20,FAC5119,EEE,10:00,12:00,2026-06-15,Approved,0.5,5,1
BKG100385,WW 216,Meeting,34,FAC5074,MECH,11:00,13:00,2026-07-07,Approved,0.85,4,1
BKG100386,WW 216,Meeting,27,FAC5074,TEXTILE,10:00,11:00,2026-05-09,Approved,0.68,3,1
BKG100387,WW 217,Meeting,24,FAC5061,ECE,09:00,12:00,2026-07-09,Approved,0.6,5,1
BKG100388,WW 217,Training,37,FAC5092,IT,11:00,14:00,2026-06-04,Approved,0.93,3,1
BKG100389,WW 217,Class,23,FAC5023,CSE,11:00,13:00,2026-05-04,Approved,0.57,5,1
BKG100390,WW 218,Training,55,FAC5008,EEE,14:00,16:00,2026-05-14,Approved,0.92,3,0
BKG100391,WW 218,Class,46,FAC5058,MECH,14:00,17:00,2026-06-29,Approved,0.77,4,0
BKG100392,WW 218,Class,60,FAC5133,EEE,15:00,18:00,2026-05-15,Approved,1.0,5,0
BKG100393,WW 219,Class,54,FAC5016,CSE,12:00,14:00,2026-05-22,Approved,0.9,4,0
BKG100394,WW 219,Training,52,FAC5120,AIDS,10:00,11:00,2026-05-08,Approved,0.87,4,1
BKG100395,WW 219,Class,49,FAC5105,TEXTILE,12:00,14:00,2026-06-28,Approved,0.82,4,0
BKG100396,WW 220,Meeting,40,FAC5133,AIDS,09:00,11:00,2026-06-21,Approved,1.0,5,1
BKG100397,WW 220,Training,32,FAC5108,AIDS,09:00,10:00,2026-05-02,Approved,0.8,5,1
BKG100398,WW 220,Training,31,FAC5080,CSE,14:00,17:00,2026-07-12,Approved,0.78,5,0
BKG100399,WW 221,Class,25,FAC5089,CIVIL,12:00,13:00,2026-05-14,Approved,0.62,5,0
BKG100400,WW 221,Training,33,FAC5114,MECH,15:00,18:00,2026-06-04,Approved,0.82,5,0
BKG100401,WW 221,Meeting,32,FAC5119,CSE,10:00,13:00,2026-05-06,Approved,0.8,4,1
BKG100402,WW 222,Meeting,86,FAC5006,ECE,14:00,15:00,2026-07-16,Approved,0.86,5,0
BKG100403,WW 222,Training,92,FAC5049,CIVIL,10:00,11:00,2026-06-17,Approved,0.92,4,1
BKG100404,WW 222,Training,91,FAC5054,CIVIL,09:00,12:00,2026-07-13,Approved,0.91,3,1
BKG100405,WW 223,Meeting,80,FAC5015,CIVIL,09:00,10:00,2026-05-07,Approved,0.8,3,1
BKG100406,WW 223,Class,85,FAC5105,IT,10:00,11:00,2026-05-15,Approved,0.85,4,1
BKG100407,WW 223,Class,84,FAC5070,IT,14:00,15:00,2026-06-20,Approved,0.84,3,0
BKG100408,WW 224,Class,97,FAC5005,AIML,09:00,11:00,2026-07-02,Approved,0.97,5,1
BKG100409,WW 224,Training,100,FAC5059,MECH,09:00,10:00,2026-05-26,Approved,1.0,3,1
BKG100410,WW 224,Meeting,86,FAC5024,IT,10:00,11:00,2026-05-08,Approved,0.86,5,1
BKG100411,WW 225,Training,84,FAC5129,ECE,09:00,10:00,2026-06-25,Approved,0.84,3,1
BKG100412,WW 225,Training,98,FAC5123,TEXTILE,14:00,17:00,2026-05-12,Approved,0.98,3,0
BKG100413,WW 225,Class,94,FAC5129,AIML,11:00,12:00,2026-05-03,Approved,0.94,4,1
BKG100414,WW 226,Meeting,82,FAC5110,MECH,10:00,13:00,2026-06-29,Approved,0.82,4,1
BKG100415,WW 226,Class,93,FAC5053,CSE,12:00,13:00,2026-06-14,Approved,0.93,4,0
BKG100416,WW 226,Training,93,FAC5043,AIDS,09:00,12:00,2026-05-24,Approved,0.93,5,1
BKG100417,WW 227,Training,95,FAC5047,EEE,11:00,14:00,2026-06-26,Approved,0.95,4,1
BKG100418,WW 227,Meeting,81,FAC5070,IT,11:00,13:00,2026-04-30,Approved,0.81,5,1
BKG100419,WW 227,Class,82,FAC5070,AIML,14:00,17:00,2026-06-21,Approved,0.82,3,0
BKG100420,IECC Launch Pad,Class,29,FAC5068,ECE,11:00,13:00,2026-07-11,Approved,0.72,4,1
BKG100421,IECC Launch Pad,Meeting,35,FAC5088,ECE,11:00,12:00,2026-06-17,Approved,0.88,5,1
BKG100422,IECC Launch Pad,Training,28,FAC5026,EEE,09:00,10:00,2026-05-26,Approved,0.7,3,1
BKG100423,EEE smart class,Class,60,FAC5104,EEE,10:00,13:00,2026-06-20,Approved,0.86,3,1
BKG100424,EEE smart class,Meeting,50,FAC5007,MECH,14:00,15:00,2026-06-21,Approved,0.71,3,0
BKG100425,EEE smart class,Class,52,FAC5076,TEXTILE,12:00,14:00,2026-07-04,Approved,0.74,3,0
BKG100426,EIE smart class,Training,49,FAC5053,AIDS,12:00,14:00,2026-07-09,Approved,0.98,4,0
BKG100427,EIE smart class,Meeting,49,FAC5096,MECH,10:00,12:00,2026-05-13,Approved,0.98,5,1
BKG100428,EIE smart class,Meeting,30,FAC5004,TEXTILE,12:00,15:00,2026-06-20,Approved,0.6,4,0
BKG100429,EIE CC Lab,Lab,42,FAC5013,AIDS,15:00,18:00,2026-06-20,Approved,0.71,3,0
BKG100430,EIE CC Lab,Lab,54,FAC5015,EEE,10:00,13:00,2026-07-22,Approved,0.92,5,1
BKG100431,EIE CC Lab,Lab,52,FAC5130,EEE,12:00,14:00,2026-06-27,Approved,0.88,3,0
BKG100432,TRAINING & PLACEMENT CONFERENCE HALL I,Seminar,6,FAC5124,AIDS,10:00,12:00,2026-06-19,Approved,0.46,5,1
BKG100433,TRAINING & PLACEMENT CONFERENCE HALL I,Workshop,1,FAC5059,CIVIL,10:00,11:00,2026-05-02,Approved,0.08,5,1
BKG100434,TRAINING & PLACEMENT CONFERENCE HALL I,Conference,7,FAC5067,TEXTILE,15:00,18:00,2026-06-07,Approved,0.54,4,0
BKG100435,TRAINING & PLACEMENT CONFERENCE HALL II,Workshop,3,FAC5069,TEXTILE,14:00,15:00,2026-06-08,Approved,0.23,4,0
BKG100436,TRAINING & PLACEMENT CONFERENCE HALL II,Seminar,1,FAC5121,TEXTILE,14:00,17:00,2026-05-26,Approved,0.08,5,0
BKG100437,TRAINING & PLACEMENT CONFERENCE HALL II,Conference,5,FAC5133,AIML,11:00,12:00,2026-07-02,Approved,0.38,5,1
BKG100438,TBI CONFERENCE HALL,Conference,5,FAC5025,TEXTILE,09:00,11:00,2026-07-12,Approved,0.33,5,1
BKG100439,TBI CONFERENCE HALL,Workshop,5,FAC5117,CIVIL,10:00,13:00,2026-06-22,Approved,0.33,3,1
BKG100440,TBI CONFERENCE HALL,Conference,11,FAC5079,MECH,12:00,13:00,2026-05-25,Approved,0.73,5,0
BKG100441,EIE CONFERENCE HALL,Seminar,22,FAC5135,EEE,11:00,12:00,2026-07-15,Approved,0.92,4,1
BKG100442,EIE CONFERENCE HALL,Seminar,13,FAC5094,AIDS,09:00,10:00,2026-06-01,Approved,0.54,5,1
BKG100443,EIE CONFERENCE HALL,Conference,8,FAC5109,IT,09:00,12:00,2026-05-30,Approved,0.33,3,1
BKG100444,EIE SEMINAR HALL,Workshop,145,FAC5111,AIDS,09:00,12:00,2026-05-15,Approved,0.91,4,1
BKG100445,EIE SEMINAR HALL,Workshop,158,FAC5053,AIDS,09:00,10:00,2026-07-13,Approved,0.99,4,1
BKG100446,EIE SEMINAR HALL,Conference,148,FAC5077,IT,14:00,16:00,2026-06-24,Approved,0.93,4,0
BKG100447,BIOTECH SEMINAR HALL,Seminar,103,FAC5115,AIDS,14:00,16:00,2026-07-21,Approved,0.86,3,0
BKG100448,BIOTECH SEMINAR HALL,Seminar,112,FAC5101,TEXTILE,11:00,13:00,2026-07-06,Approved,0.93,3,1
BKG100449,BIOTECH SEMINAR HALL,Conference,104,FAC5123,AIDS,11:00,14:00,2026-05-24,Approved,0.87,5,1
BKG100450,EEE SEMINAR HALL,Workshop,157,FAC5029,ECE,09:00,12:00,2026-06-20,Approved,0.98,5,1
BKG100451,EEE SEMINAR HALL,Conference,155,FAC5097,AIML,14:00,15:00,2026-05-09,Approved,0.97,4,0
BKG100452,EEE SEMINAR HALL,Seminar,144,FAC5084,ECE,12:00,14:00,2026-05-21,Approved,0.9,3,0
BKG100453,IECC SEMINAR HALL,Workshop,145,FAC5077,CSE,11:00,12:00,2026-05-31,Approved,0.91,5,1
BKG100454,IECC SEMINAR HALL,Conference,155,FAC5101,AIML,11:00,13:00,2026-05-20,Approved,0.97,3,1
BKG100455,IECC SEMINAR HALL,Conference,154,FAC5127,MECH,14:00,17:00,2026-05-22,Approved,0.96,4,0
BKG100456,TBI Conference Hall - Second Floor,Training,6,FAC5123,MECH,14:00,15:00,2026-05-07,Approved,0.6,5,0
BKG100457,TBI Conference Hall - Second Floor,Training,7,FAC5023,MECH,11:00,12:00,2026-07-06,Approved,0.7,4,1
BKG100458,TBI Conference Hall - Second Floor,Class,1,FAC5005,AIDS,09:00,10:00,2026-06-11,Approved,0.1,4,1
BKG100459,Bio Process laboratory,Lab,34,FAC5011,EEE,11:00,13:00,2026-05-15,Approved,0.71,4,1
BKG100460,Bio Process laboratory,Lab,35,FAC5017,AIML,09:00,10:00,2026-06-04,Approved,0.73,3,1
BKG100461,Bio Process laboratory,Lab,40,FAC5132,TEXTILE,15:00,16:00,2026-05-08,Approved,0.83,5,0
BKG100462,Internet Center,Lab,83,FAC5093,AIML,11:00,13:00,2026-07-13,Approved,0.83,4,1
BKG100463,Internet Center,Lab,89,FAC5121,IT,09:00,10:00,2026-07-05,Approved,0.89,5,1
BKG100464,Internet Center,Lab,100,FAC5125,MECH,10:00,11:00,2026-06-19,Approved,1.0,4,1
BKG100465,Centre of Excellence,Lab,65,FAC5085,ECE,15:00,17:00,2026-06-04,Approved,0.93,5,0
BKG100466,Centre of Excellence,Lab,65,FAC5013,ECE,12:00,15:00,2026-06-13,Approved,0.93,3,0
BKG100467,Centre of Excellence,Lab,51,FAC5052,CIVIL,12:00,15:00,2026-06-23,Approved,0.73,4,0
BKG100468,PLC Gurugulam,Lab,54,FAC5067,EEE,15:00,17:00,2026-05-12,Approved,0.77,3,0
BKG100469,PLC Gurugulam,Lab,61,FAC5008,CIVIL,12:00,13:00,2026-06-21,Approved,0.87,3,0
BKG100470,PLC Gurugulam,Lab,54,FAC5080,IT,11:00,12:00,2026-07-15,Approved,0.77,4,1
BKG100471,EEE CC LAB,Lab,117,FAC5042,IT,15:00,18:00,2026-05-28,Approved,0.9,5,0
BKG100472,EEE CC LAB,Lab,115,FAC5004,CIVIL,11:00,14:00,2026-07-06,Approved,0.88,4,1
BKG100473,EEE CC LAB,Lab,128,FAC5131,CSE,09:00,12:00,2026-05-15,Approved,0.98,3,1
BKG100474,Gurugulam - Embedded Lab,Lab,125,FAC5021,CSE,09:00,12:00,2026-06-22,Approved,0.96,5,1
BKG100475,Gurugulam - Embedded Lab,Lab,129,FAC5106,CIVIL,12:00,14:00,2026-05-25,Approved,0.99,5,0
BKG100476,Gurugulam - Embedded Lab,Lab,125,FAC5006,ECE,09:00,10:00,2026-06-06,Approved,0.96,3,1
BKG100477,Mechatronics - SEW EURODRIVE Centre for Drives and Automation,Lab,6,FAC5076,AIML,14:00,15:00,2026-05-27,Approved,0.23,5,0
BKG100478,Mechatronics - SEW EURODRIVE Centre for Drives and Automation,Lab,25,FAC5104,CIVIL,11:00,13:00,2026-05-22,Approved,0.96,3,1
